time,tag_id,qualityName_id,value,name
2017-01-20 18:57:35.047,303,1,0.694268,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:01:18.137,303,2,0,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:36:16.503,303,2,0.3656737,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:36:36.783,303,1,0.6374949,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:37:17.340,303,2,0.1963287,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:37:37.620,303,1,2.040495,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:38:18.177,303,2,0.1279837,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:38:38.457,303,1,3.646517,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:42:41.803,303,2,0.0868072,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:44:02.923,303,1,0.6801501,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:44:43.477,303,2,0.1210711,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:45:24.037,303,1,0.8338638,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:48:06.273,303,2,0.1370704,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:49:07.107,303,1,0.7868843,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:52:09.617,303,2,0.4770143,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:52:29.893,303,1,2.419574,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:53:10.453,303,2,0.457111,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:53:30.733,303,1,3.398724,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:55:32.407,303,2,0.4460967,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:55:52.687,303,1,0.7945962,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:59:15.473,303,2,0.4019228,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:59:56.033,303,1,1.361388,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:14:07.747,303,2,0.2367744,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 21:14:28.030,303,1,1.552235,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:01:38.417,303,1,1.9578,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:45:34.580,303,2,0.3877591,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:45:54.860,303,1,1.279463,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:52:40.470,303,2,0.4968592,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 19:53:00.750,303,1,3.170912,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:21:24.230,303,2,0.5781975,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:22:04.787,303,1,1.606178,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:23:25.907,303,2,0,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:25:07.300,303,1,0.5938637,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:25:27.577,303,2,0.2616215,RowA.Cell03.VisioFroth.Cell03.Velocity
2017-01-20 20:28:30.087,303,1,0.7289086,RowA.Cell03.VisioFroth.Cell03.Velocity
